# STATION_ID | OWNER | TTYPE | HULL | NAME | PAYLOAD | LOCATION | TIMEZONE | FORECAST | NOTE
#
45168|LT|Buoy||South Haven Buoy, MI||42.397 N 86.331 W (42&#176;23'49" N 86&#176;19'51" W)|E|FZUS53.KGRR |
45169|LT|Buoy||Lakewood Buoy, OH||41.615 N 81.821 W (41&#176;36'53" N 81&#176;49'16" W)|E|FZUS61.KCLE |Buoy recovered for winter.</p> LimnoTech is currently supporting buoy cameras on select stations in the Great Lakes.<br />Click <a href="/ndbcexit.php?url=http://www.limnotechdata.com/stations/albums/Cleveland/ClevelandImage.jpg">here </a>to see the latest image for this station.
45170|II|Buoy||Michigan City Buoy, IN||41.755 N 86.968 W (41&#176;45'18" N 86&#176;58'5" W)|C|FZUS53.KIWX |
45171|NN|Buoy||Granite Island Buoy, Granite Island, MI||46.724 N 87.411 W (46&#176;43'26" N 87&#176;24'41" W)|E|FZUS63.KMQT |Buoy recovered for the winter.
45172|NN|Buoy||Grand Marais Buoy, Grand Marais, MI||46.740 N 85.980 W (46&#176;44'24" N 85&#176;58'48" W)|E|FZUS53.KMQT |Station recovered for winter.
45173|NN|Buoy||Munising Buoy, Munising, MI||46.573 N 86.572 W (46&#176;34'22" N 86&#176;34'20" W)|E|FZUS53.KMQT |Station recovered for winter.
45174|IG|Buoy||Wilmette Buoy, IL||42.135 N 87.655 W (42&#176;8'6" N 87&#176;39'18" W)|C|FZUS53.KLOT |
45175|MT|Buoy||Mackinac Straits West, Mackinaw City, MI ||45.825 N 84.772 W (45&#176;49'31" N 84&#176;46'20" W)|E|FZUS53.KAPX |
45176|LT|Buoy||Cleveland Intake Crib Buoy, OH||41.550 N 81.765 W (41&#176;33'1" N 81&#176;45'55" W)|E|FZUS51.KCLE |
45177|CH|Buoy||Ohio St. Beach, Chicago, IL||41.894 N 87.613 W (41&#176;53'39" N 87&#176;36'47" W)|C|FZUS53.KLOT |Buoy recovered for winter.
45178|PL|Buoy||1 NM SE of Valcour Island, NY||44.603 N 73.394 W (44&#176;36'11" N 73&#176;23'38" W)|E| |
45179|SW|Buoy||Stannard Rock Buoy||47.195 N 87.224 W (47&#176;11'41" N 87&#176;13'26" W)|E|FZUS63.KMQT |Buoy recovered for season.
45180|AC|Waverider Buoy||Isle of Royale East, MI (230)||48.034 N 87.730 W (48&#176;2'3" N 87&#176;43'48" W)|E|FZUS63.KMQT |Station recovered for winter .
45183|SD|Moored Buoy||Sleeping Bear Dunes||44.982 N 85.831 W (44&#176;58'54" N 85&#176;49'51" W)|E|FZUS53.KAPX |
45184|WM|Moored Buoy||Green Bay East Buoy||44.550 N 87.959 W (44&#176;33'1" N 87&#176;57'32" W)|C|FZUS53.KGRB |
45185|WM|Moored Buoy||Green Bay West Buoy||44.577 N 87.987 W (44&#176;34'36" N 87&#176;59'15" W)|C|FZUS53.KGRB |
45186|UC|Moored Buoy||Waukegan Buoy, IL||42.368 N 87.795 W (42&#176;22'6" N 87&#176;47'41" W)|C|FZUS53.KLOT |
45187|UC|Moored Buoy||Winthrop Harbor Buoy, IL||42.491 N 87.779 W (42&#176;29'27" N 87&#176;46'44" W)|C|FZUS53.KMKX |
45188|PL|Buoy||Champlain Bridge Buoy||44.094 N 73.423 W (44&#176;5'37" N 73&#176;25'22" W)|E| |Buoy retrieved for winter.
45194|MT|Waverider Buoy||McGulpin Point North, MI (253)||45.804 N 84.792 W (45&#176;48'13" N 84&#176;47'30" W)|E|FZUS53.KAPX |Station recovered for winter .
45195|G|Waverider Buoy||Schuyler Reef, NY (251)||44.488 N 73.339 W (44&#176;29'16" N 73&#176;20'21" W)|E| |Station has been disestablished.
45196|LT|Buoy||Rocky River, OH||41.521 N 81.880 W (41&#176;31'15" N 81&#176;52'49" W)|E|FZUS51.KCLE |
45197|LT|Buoy||Euclid, OH||41.619 N 81.617 W (41&#176;37'10" N 81&#176;37'3" W)|E|FZUS51.KCLE |
45198|II|Buoy||Chicago Buoy||41.892 N 87.563 W (41&#176;53'33" N 87&#176;33'47" W)|C|FZUS53.KLOT |
45199|SU|Buoy||Salmon Unlimited Wisconsin||42.702 N 87.647 W (42&#176;42'6" N 87&#176;38'48" W)|C| |
45200|CA|Moored Buoy||Maumee Bay Buoy||41.724 N 83.370 W (41&#176;43'28" N 83&#176;22'13" W)|E| |
45201|CA|Moored Buoy||Erie Islands Buoy||41.601 N 82.781 W (41&#176;36'4" N 82&#176;46'50" W)|E| |Station recovered for winter.
45202|CA|Moored Buoy||Port Clinton Buoy||41.532 N 82.941 W (41&#176;31'56" N 82&#176;56'29" W)|E| |Buoy recovered for the winter.
45203|CA|Moored Buoy||Huron Buoy||41.393 N 82.512 W (41&#176;23'34" N 82&#176;30'44" W)|E| |
45204|CA|Moored Buoy||Sheffield Buoy||41.508 N 82.115 W (41&#176;30'30" N 82&#176;6'53" W)|E| |
45205|CA|Moored Buoy||Edgewater Beach Buoy||41.501 N 81.748 W (41&#176;30'4" N 81&#176;44'54" W)|E| |
45206|CA|Moored Buoy||Euclid Beach Buoy||41.585 N 81.583 W (41&#176;35'7" N 81&#176;34'59" W)|E| |
45207|CA|Moored Buoy||Fairport Harbor Buoy||41.725 N 81.370 W (41&#176;43'32" N 81&#176;22'13" W)|E| |
45208|CA|Moored Buoy||Ashtabula Buoy||41.908 N 80.813 W (41&#176;54'30" N 80&#176;48'47" W)|E| |
45209|GA|Moored Buoy||Lakeport Buoy, MI||43.129 N 82.391 W (43&#176;7'44" N 82&#176;23'28" W)|E|FZUS53.KDTX |
45210|R|Waverider Buoy||Rawley Point East, WI (269)||44.055 N 87.050 W (44&#176;3'18" N 87&#176;3'0" W)|C|FZUS63.KMQT |
45211|R|Waverider Buoy||Grand Island North, MI (268)||46.973 N 86.568 W (46&#176;58'22" N 86&#176;34'6" W)|C| |
45212|MT|Spotter Buoy||North Huron Spotter||45.351 N 82.840 W (45&#176;21'4" N 82&#176;50'24" W)|E|FZUS53.KAPX |Buoy recovered 4/15/24.
45213|MT|Spotter Buoy||East Superior Spotter||47.585 N 86.585 W (47&#176;35'7" N 86&#176;35'6" W)|E|FZUS53.KMQT |Buoy recovered for the season.
45214|MT|Spotter Buoy||South Michigan Spotter||42.674 N 87.026 W (42&#176;40'25" N 87&#176;1'34" W)|E|FZUS53.KGRR |Buoy recovered.
45215|R|Waverider Buoy||Oswego, NY (274)||43.501 N 76.539 W (43&#176;30'3" N 76&#176;32'19" W)|E|FZUS51.KBUF |
45216|MT|Moored Buoy||Ontonagon, MI||46.932 N 89.349 W (46&#176;55'55" N 89&#176;20'58" W)|C| |
45218|WD|Buoy||Wisconsin Shipwreck Coast NMS / Sheboygan, WI||43.731 N 87.624 W (43&#176;43'50" N 87&#176;37'28" W)|| |
45t01|N|2.1-meter ionomer foam buoy|2.1D02|MID SUPERIOR- 60NM North Northeast Hancock, MI|SCOOP payload|48.008 N 87.666 W (48&#176;0'27" N 87&#176;39'56" W)|E|FZUS63.KMQT |NDBC Engineering test station.	Buoy retrieved for winter 11/08/2018.
46001|N|3-meter discus buoy|3D47|WESTERN GULF OF ALASKA  - 175NM SE of Kodiak, AK|SCOOP payload|56.296 N 148.027 W (56&#176;17'46" N 148&#176;1'37" W)|H|FZAK61.PAFC |
46002|N|3-meter discus buoy w/ seal cage|3D50|WEST OREGON - 275NM West of Coos Bay, OR|SCOOP payload|42.662 N 130.507 W (42&#176;39'43" N 130&#176;30'25" W)|A| |Buoy adrift 9/24/23; Recovered 11/4/23.
46003|N|6-meter NOMAD buoy| 21|S ALEUTIANS|DACT payload|51.831 N 155.850 W (51&#176;49'53" N 155&#176;51'1" W)|A| |Buoy 46003 disestablished in 1999.  Buoy 46066 was established nearby.
46004|C|6-meter NOMAD buoy||Middle Nomad||50.930 N 136.100 W (50&#176;55'48" N 136&#176;6'0" W)|A| |
46005|N|3-meter discus buoy w/ seal cage|3D44|WEST WASHINGTON - 300NM West of Aberdeen, WA|SCOOP payload|46.143 N 131.090 W (46&#176;8'36" N 131&#176;5'24" W)|A| |
46006|N|3-meter discus buoy|3D05|SOUTHEAST PAPA - 600NM West of Eureka, CA|SCOOP payload|40.764 N 137.377 W (40&#176;45'52" N 137&#176;22'37" W)|P| |
46007|N|6-meter NOMAD buoy|||MVXI payload|59.200 N 152.700 W (59&#176;12'0" N 152&#176;41'60" W)|A| |(formerly eb39)
46008|N|12-meter discus buoy|||MVXII payload|57.100 N 151.700 W (57&#176;6'0" N 151&#176;42'0" W)|A| |(formerly eb72)
46009|N|6-meter NOMAD buoy|||MVXI payload|60.200 N 146.800 W (60&#176;12'0" N 146&#176;48'0" W)|A| |(formerly eb45)
46010|N|USCG Large Navigational Buoy|||GSBP payload|46.200 N 124.200 W (46&#176;12'0" N 124&#176;12'0" W)|P| |
46011|N|3-meter discus buoy w/ seal cage|3D26|SANTA MARIA - 21NM NW of Point Arguello, CA|SCOOP payload|34.937 N 120.999 W (34&#176;56'14" N 120&#176;59'58" W)|P|FZUS56.KLOX |
46012|N|3-meter discus buoy w/ seal cage||HALF MOON BAY - 24NM SSW of San Francisco, CA|SCOOP payload|37.356 N 122.881 W (37&#176;21'20" N 122&#176;52'51" W)|P|FZUS56.KMTR |Data from a nearby saildrone (1801583) can be found <a title="1801583" href="https://www.ndbc.noaa.gov/station_page.php?station=1801583">here</a>. Data from the previous saildrone (1801589) from 0000Z, 9/1/23 to 2359Z, 4/25/24 can be found <a title="1801589" href="https://www.ndbc.noaa.gov/station_page.php?station=1801589">here</a>.
46013|N|3-meter discus buoy w/ seal cage|3D76|BODEGA BAY - 48NM NW of San Francisco, CA|SCOOP payload|38.235 N 123.317 W (38&#176;14'5" N 123&#176;19'1" W)|P|FZUS56.KMTR |
46014|N|3-meter discus buoy w/ seal cage|3D30|PT ARENA - 19NM North of Point Arena, CA|SCOOP payload|39.225 N 123.980 W (39&#176;13'29" N 123&#176;58'47" W)|P|FZUS56.KEKA |
46015|N|3-meter foam buoy w/ seal cage|3DV40|PORT ORFORD - 15 NM West of Port Orford, OR|SCOOP payload|42.752 N 124.844 W (42&#176;45'9" N 124&#176;50'37" W)|P|FZUS56.KMFR |Station recovered by NDBC.
46016|N|Platform EXXON||||63.283 N 170.300 W (63&#176;17'0" N 170&#176;18'0" W)|A| |
46017|N|Platform EXXON 6||||60.283 N 172.300 W (60&#176;17'0" N 172&#176;18'0" W)|A| |
46018|N|MAREX||||60.283 N 177.000 W (60&#176;17'0" N 177&#176;0'0" W)|A| |
46019|N|Platform||||57.200 N 170.300 W (57&#176;12'0" N 170&#176;18'0" W)|A| |
46020|N|MAREX||||55.883 N 168.000 W (55&#176;53'0" N 168&#176;0'0" W)|A| |
46021|N|MAREX||||57.700 N 160.000 W (57&#176;42'0" N 160&#176;0'0" W)|A| |
46022|N|3-meter foam buoy w/ seal cage|3DV57|EEL RIVER - 17NM WSW of Eureka, CA|SCOOP payload|40.716 N 124.540 W (40&#176;42'58" N 124&#176;32'24" W)|P|FZUS56.KEKA |
46023|N|10-meter discus buoy|10D04| PT ARGUELLO - 17NM WNW of Point Arguello, CA|DACT payload|34.714 N 120.967 W (34&#176;42'50" N 120&#176;58'0" W)|P|FZUS56.KLOX |<p>NOTICE: The old 10 meter hull&nbsp;went adrift on 2/23/13 and was recovered 3/19/13.<br /></p><p>This station has been disestablished as of 9/8/10. The station is a non-NWS funded station for which the operating agreement between the NWS and the Program Sponsor has expired and will not be renewed.</p><p>In the absence of the station, the NOAA-NDBC directs the user to station&nbsp; <a href="http://www.ndbc.noaa.gov/station_page.php?station=46011">46011 (Santa Maria, CA)</a> which is currently located eleven (11) nautical miles from the disestablished station.</p>
46024|N|10-meter discus buoy|||GSBP payload|33.000 N 119.200 W (33&#176;0'0" N 119&#176;12'0" W)|P| |
46025|N|3-meter discus buoy w/ seal cage|3D58|Santa Monica Basin - 33NM WSW of Santa Monica, CA|SCOOP payload|33.755 N 119.045 W (33&#176;45'19" N 119&#176;2'42" W)|P|FZUS56.KLOX |
46026|N|3-meter discus buoy w/ seal cage|3D09|SAN FRANCISCO - 18NM West of San Francisco, CA|SCOOP payload|37.754 N 122.839 W (37&#176;45'14" N 122&#176;50'20" W)|P|FZUS56.KMTR |
46027|N|3-meter discus buoy w/ seal cage|3D77|ST GEORGES - 8 NM NW of Crescent City, CA|SCOOP payload|41.840 N 124.382 W (41&#176;50'24" N 124&#176;22'54" W)|P|FZUS56.KMFR |
46028|N|3-meter foam buoy w/ seal cage|3DV38|CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA|SCOOP payload|35.770 N 121.903 W (35&#176;46'12" N 121&#176;54'11" W)|P|FZUS56.KMTR |
46029|N|3-meter discus buoy w/ seal cage|3D60|COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth|SCOOP payload|46.163 N 124.487 W (46&#176;9'48" N 124&#176;29'12" W)|P|FZUS56.KPQR |
46030|N|3-meter discus buoy| 56|BLUNTS REEF|VEEP payload|40.423 N 124.525 W (40&#176;25'22" N 124&#176;31'31" W)|P|FZUS56.KEKA |This station was disestablished during 2002.  The National Weather Service decided to move the station location to Southern Oregon, where it is identified as <a href="/station_page.php?station=46015">46015</a>.  The closest buoy is now <a href="/station_page.php?station=46022">46022</a>.
46031|N|Platform||||55.500 N 161.683 W (55&#176;30'0" N 161&#176;41'0" W)|P| |
46032|N|MAREX||||54.200 N 165.800 W (54&#176;12'0" N 165&#176;48'0" W)|A| |
46033|N|MAREX||||55.783 N 159.800 W (55&#176;47'0" N 159&#176;48'0" W)|P| |
46034|N|MAREX||||55.100 N 163.100 W (55&#176;6'0" N 163&#176;5'60" W)|A| |
46035|N|3-meter foam buoy|3DV50|CENTRAL BERING SEA - 310 NM North of Adak, AK|SCOOP payload|57.034 N 177.468 W (57&#176;2'1" N 177&#176;28'4" W)|H|FZAK62.PAFC |The previous hull, 3DV58, remains on site located at 57*00'56"N, 177*42'11"W. It's approximately 8 NM to the west.
46036|C|6-meter NOMAD buoy||South Nomad||48.360 N 133.940 W (48&#176;21'36" N 133&#176;56'24" W)|A| |
46037|N|3-meter discus buoy|||DACT payload|48.300 N 133.800 W (48&#176;17'60" N 133&#176;48'0" W)|P| |
46038|N|ELB|||DACT payload|41.900 N 124.400 W (41&#176;53'60" N 124&#176;24'0" W)|P| |
46039|N|ATON|||DACT payload|48.200 N 123.400 W (48&#176;12'0" N 123&#176;24'0" W)|P| |
46040|N|3-meter discus buoy|||DACT payload|44.800 N 124.300 W (44&#176;47'60" N 124&#176;17'60" W)|P| |
46041|N|3-meter discus buoy w/ seal cage|3D19|CAPE ELIZABETH - 45NM NW of Aberdeen, WA|SCOOP payload|47.352 N 124.739 W (47&#176;21'9" N 124&#176;44'22" W)|P|FZUS56.KSEW |LINK TO PMEL's pCO2 SITE for their data on this Station: <a title="Cape Elizabeth (46041)" href="https://www.pmel.noaa.gov/co2/story/Cape+Elizabeth">https://www.pmel.noaa.gov/co2/story/Cape+Elizabeth</a>
46042|N|3-meter foam buoy w/ seal cage|3DV10|MONTEREY - 27NM WNW of Monterey, CA|SCOOP payload|36.785 N 122.396 W (36&#176;47'5" N 122&#176;23'46" W)|P|FZUS56.KMTR |As of 0400z, 11/25/23, buoy has gone adrift. The buoy was recovered on 12/15/23.
46043|N|ELB|||DACT payload|46.900 N 124.200 W (46&#176;53'60" N 124&#176;12'0" W)|P| |
46044|MB|2.3-meter NOOSS buoy|2.3D05||AMPS payload|36.700 N 122.378 W (36&#176;42'1" N 122&#176;22'40" W)|| |Station 46044 went adrift on 5/2/2015 and the last report from its position was at 1040Z.&nbsp;Station 46044 was&nbsp;recovered on 5/3/2015 at 1600Z.
46045|N|3-meter discus buoy|V08|REDONDO BEACH|DACT payload|33.840 N 118.450 W (33&#176;50'24" N 118&#176;27'0" W)|P|FZUS56.KLOX |Station was disestablished in November, 1997
46047|N|3-meter discus buoy w/ seal cage|3D52|TANNER BANK - 121 NM West of San Diego, CA|SCOOP payload|32.388 N 119.525 W (32&#176;23'18" N 119&#176;31'30" W)|P|FZPN26.KWBC |
46048|N|10-meter discus buoy|||VEEP payload|32.900 N 117.900 W (32&#176;53'60" N 117&#176;54'0" W)|P| |
46050|N|3-meter foam buoy|3DV56|STONEWALL BANK - 20NM West of Newport, OR|SCOOP payload|44.669 N 124.546 W (44&#176;40'8" N 124&#176;32'46" W)|P|FZUS56.KPQR |
46051|N|3-meter discus buoy|41|Harvest Experiment Platform|DACT payload|34.480 N 120.690 W (34&#176;28'48" N 120&#176;41'24" W)|P|FZUS56.KLOX |Station was disestablished in April, 1994
46053|N|2.1-meter ionomer foam buoy w/ seal cage|2.1D07|EAST SANTA BARBARA  - 12NM Southwest of Santa Barbara, CA|SCOOP payload|34.241 N 119.839 W (34&#176;14'26" N 119&#176;50'20" W)|P|FZUS56.KLOX |
46054|N|3-meter discus buoy w/ seal cage|3D89|WEST SANTA BARBARA  38 NM West of Santa Barbara, CA|SCOOP payload|34.274 N 120.468 W (34&#176;16'26" N 120&#176;28'5" W)|P|FZUS56.KLOX |
46059|N|3-meter foam buoy w/ seal cage|3DV09|WEST CALIFORNIA - 357NM West of San Francisco, CA|SCOOP payload|38.069 N 129.976 W (38&#176;4'9" N 129&#176;58'34" W)|A| |
46060|N|3-meter discus buoy w/ seal cage||WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK|ARES payload|60.571 N 146.795 W (60&#176;34'16" N 146&#176;47'42" W)|A|FZAK51.PAFC |
46061|N|3-meter discus buoy w/ seal cage|3D20|Seal Rocks - Between Montague and Hinchinbrook Islands, AK|SCOOP payload|60.230 N 146.837 W (60&#176;13'48" N 146&#176;50'12" W)|A|FZAK51.PAFC |
46062|N|3-meter discus buoy|06|Pt. San Luis, CA - 18 NM South Southwest of Morro Bay, CA|ARES payload|35.101 N 121.010 W (35&#176;6'3" N 121&#176;0'36" W)|P|FZUS56.KLOX |Station 46062 was disestablished on November 21, 2004.
46063|N|3-meter discus buoy|3D60|Pt.Conception, CA - 50NM West of Santa Barbara, CA|ARES 4.4 payload|34.273 N 120.699 W (34&#176;16'21" N 120&#176;41'55" W)|P|FZUS56.KLOX |This station has been disestablished on May 22, 2009.<br /><br />The station is a non-NWS funded station for which the operating agreement between the NWS and the Program Sponsor has expired and will not be renewed.&nbsp;&nbsp; In the absence of the station, the NOAA-NDBC directs the user to station <a href="http://www.ndbc.noaa.gov/station_page.php?station=46054">46054 (Santa Barbara, CA)</a> which is currently located eleven (11) nautical miles from the disestablished station.
46066|N|3-meter discus buoy|3D27|SOUTH KODIAK - 310NM SSW of Kodiak, AK|SCOOP payload|52.765 N 155.009 W (52&#176;45'53" N 155&#176;0'32" W)|H| |
46069|N|3-meter discus buoy w/ seal cage|3D81|SOUTH SANTA ROSA - 14 NM SW of Santa Rosa Island, CA|SCOOP payload|33.677 N 120.213 W (33&#176;40'38" N 120&#176;12'46" W)|P|FZUS56.KLOX |
46070|N|3-meter discus buoy|3D73|SOUTHWEST BERING SEA - 142NM NNE OF ATTU IS, AK|SCOOP payload|55.050 N 175.261 E (55&#176;3'0" N 175&#176;15'41" E)|H|FZAK62.PAFC |
46071|N|3-meter discus buoy w/ seal cage|3D29|WESTERN ALEUTIANS - 14NM SOUTH OF AMCHITKA IS, AK |SCOOP payload|51.040 N 179.764 E (51&#176;2'24" N 179&#176;45'50" E)|H|FZAK52.PAFC |
46072|N|3-meter discus buoy|3D42|CENTRAL ALEUTIANS 230 NM SW Dutch Harbor|SCOOP payload|51.659 N 172.098 W (51&#176;39'33" N 172&#176;5'53" W)|H|FZAK52.PAFC |
46073|N|3-meter discus buoy|3D72|SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK|SCOOP payload|55.008 N 172.012 W (55&#176;0'28" N 172&#176;0'42" W)|H|FZAK62.PAFC |
46075|N|3-meter discus buoy w/ seal cage|3D46|SHUMAGIN ISLANDS - 85NM South of Sand Point, AK|SCOOP payload|53.969 N 160.794 W (53&#176;58'8" N 160&#176;47'38" W)|A|FZAK52.PAFC |
46076|N|3-meter discus buoy w/ seal cage|3D18|CAPE CLEARE - 17 NM South of Montague Is,  AK|SCOOP payload|59.508 N 148.005 W (59&#176;30'29" N 148&#176;0'17" W)|A|FZAK51.PAFC |
46077|N|3-meter discus buoy w/ seal cage|3D15|SHELIKOF STRAIT, AK|AMPS payload|57.869 N 154.211 W (57&#176;52'7" N 154&#176;12'40" W)|A|FZAK51.PAFC |
46078|N|3-meter discus buoy w/ seal cage|3D49|ALBATROSS BANK - 104NM South of Kodiak Is., AK|SCOOP payload|55.561 N 152.599 W (55&#176;33'38" N 152&#176;35'56" W)|A|FZAK51.PAFC |
46079|N|6-meter NOMAD buoy|34|Barren Island|DACT payload|59.050 N 152.230 W (59&#176;3'0" N 152&#176;13'48" W)|N|FZAK51.PAFC |Buoy 46079 has failed. This station was Disestablished on May 1, 2002.
46080|N|3-meter discus buoy w/ seal cage|3D25|PORTLOCK BANK - 76 NM ENE of Kodiak, AK|SCOOP payload|57.910 N 150.129 W (57&#176;54'37" N 150&#176;7'46" W)|A|FZAK51.PAFC |
46081|N|3-meter discus buoy w/ seal cage|3D28|Western Prince William Sound|ARES payload|60.802 N 148.283 W (60&#176;48'8" N 148&#176;16'59" W)|A|FZAK51.PAFC |
46082|N|3-meter discus buoy w/ seal cage|3D63|Cape Suckling - 35 NM SE of Kayak Is, AK|SCOOP payload|59.670 N 143.353 W (59&#176;40'13" N 143&#176;21'12" W)|A|FZAK52.PAJK |
46083|N|3-meter discus buoy w/ seal cage|3D10|FAIRWEATHER GROUND - 105 NM West  of Juneau, AK|ARES payload|58.270 N 138.019 W (58&#176;16'12" N 138&#176;1'8" W)|A|FZAK52.PAJK |
46084|N|3-meter discus buoy w/ seal cage|3D32|CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK|SCOOP payload|56.614 N 136.040 W (56&#176;36'51" N 136&#176;2'24" W)|A|FZAK52.PAJK |
46085|N|3-meter discus buoy|3D54|CENTRAL GULF OF ALASKA -  265NM West of Cape Ommaney, AK|SCOOP payload|55.878 N 142.876 W (55&#176;52'42" N 142&#176;52'32" W)|A|FZAK67.PAJK |
46086|N|3-meter foam buoy w/ seal cage|3DV14|SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA|SCOOP payload|32.499 N 118.052 W (32&#176;29'55" N 118&#176;3'9" W)|P|FZUS56.KSGX |
46087|N|3-meter discus buoy|3D87|Neah Bay - 6 NM North of Cape Flattery, WA (Traffic Separation Lighted Buoy)|SCOOP payload|48.493 N 124.727 W (48&#176;29'36" N 124&#176;43'38" W)|P|FZUS56.KSEW |
46088|N|3-meter discus buoy|3D02|NEW DUNGENESS - 17 NM NE of Port Angeles, WA|SCOOP payload|48.332 N 123.179 W (48&#176;19'56" N 123&#176;10'44" W)|P|FZUS56.KSEW |
46089|N|3-meter discus buoy w/ seal cage|3D57|TILLAMOOK, OR - 85 NM WNW of Tillamook, OR|SCOOP payload|45.936 N 125.793 W (45&#176;56'9" N 125&#176;47'35" W)|P|FZPN25.KWBC |The buoy for this station went adrift 12/2/23. The buoy has been recovered 12/12/23.
46090|N|Moored Buoy|2.3D01|SOCAL WEST NOOS WX BUOY|ARES payload|32.876 N 120.718 W (32&#176;52'34" N 120&#176;43'5" W)|P| |
46091|MB|Buoy||MBM0||36.835 N 121.899 W (36&#176;50'6" N 121&#176;53'55" W)|P|FZUS56.KMTR |
46092|MB|Buoy||MBM1||36.751 N 122.029 W (36&#176;45'4" N 122&#176;1'45" W)|P|FZUS56.KMTR |
46093|MB|Buoy||MBM2||36.690 N 122.410 W (36&#176;41'24" N 122&#176;24'36" W)|P|FZUS56.KMTR |Station 46093 has been disestablished and replaced by station <a href="http://www.ndbc.noaa.gov/station_page.php?station=46044">46044</a>.
46094|NA|Moored Buoy||Buoy NH-10 - West of Newport, OR||44.642 N 124.300 W (44&#176;38'32" N 124&#176;18'0" W)|P|FZUS56.KPQR |
46096|CM|Buoy||Columbia River Entrance - SATURN Station #02 Offshore||46.173 N 124.127 W (46&#176;10'24" N 124&#176;7'38" W)|P|FZUS56.KPQR |
